LEVEL1ID,LEVEL2ID,LEVEL3ID,LEVEL4ID,LEVEL5ID,SURVEYR,BYCOND,descrip_E,descrip_F,DEMCODE,QUESTION,TITLE_E,TITLE_F,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_POSITIVE_OR_LEAST_NEGATIVE,NEUTRAL_OR_MIDDLE_CATEGORY,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSCOUNT,DEPT_E,DEPT_F,INDICATORID,INDICATORENG,INDICATORFRA,SUBINDICATORID,SUBINDICATORENG,SUBINDICATORFRA
6,0,0,0,0,2022,EEDV_06 = 1,Métis employees,Fonctionnaires métis,9010.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,47,1,11,1,0,0,86,1,13,86,4.11,78,55,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_06 = 2,All other employees,Tous les autres fonctionnaires,9011.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5295,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_07 = 1,Black employees,Fonctionnaires noirs,9012.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",53,37,2,6,1,0,0,91,2,8,91,4.35,84,240,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_07 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9013.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,44,4,10,3,0,0,83,4,13,83,4.07,77,1195,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_08 = 2,All other employees,Tous les autres fonctionnaires,9014.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,45,4,10,3,0,0,83,4,13,83,4.05,76,4650,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_09 = 1,East/Southeast Asian employees,Fonctionnaires de l'Asie de l'Est/Asie du Sud-Est,9015.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,48,4,9,2,0,0,85,4,11,85,4.09,77,545,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_09 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9016.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,39,3,10,3,0,0,84,3,13,84,4.14,79,890,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_10 = 2,All other employees,Tous les autres fonctionnaires,9017.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,44,3,10,4,0,0,83,3,13,83,4.07,77,4345,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_11 = 1,Latino/Latina/Latinx employees,Fonctionnaires latinos/latinas/latinx,9018.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,49,6,7,1,0,0,86,6,9,86,4.12,78,70,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_11 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9019.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,42,3,10,3,0,0,85,3,12,85,4.12,78,1365,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_12 = 2,All other employees,Tous les autres fonctionnaires,9020.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,44,3,10,3,0,0,84,3,13,84,4.07,77,4820,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_13 = 1,Middle Eastern employees,Fonctionnaires du Moyen-Orient,9021.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,39,1,11,3,0,0,84,1,14,84,4.12,78,210,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_13 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9022.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,43,4,9,2,0,0,85,4,12,85,4.12,78,1225,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_14 = 2,All other employees,Tous les autres fonctionnaires,9023.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,9,3,0,0,84,4,13,84,4.07,77,4680,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_15 = 1,South Asian employees,Fonctionnaires de l'Asie du Sud,9024.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",44,36,2,14,4,0,0,80,2,18,80,4.02,76,235,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_15 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9025.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,44,4,9,2,0,0,86,4,11,86,4.14,79,1205,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_16 = 2,All other employees,Tous les autres fonctionnaires,9026.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,45,4,9,3,0,0,84,4,13,84,4.07,77,4655,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_17 = 1,Other racialized group employees,Fonctionnaires membres d'un autre groupe racisé,9027.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,50,5,12,4,0,0,79,5,15,79,3.89,72,95,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_17 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9028.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,42,3,9,3,0,0,85,3,12,85,4.13,78,1340,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_18 = 2,All other employees,Tous les autres fonctionnaires,9029.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,44,3,9,3,0,0,84,3,13,84,4.07,77,4795,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_19 = 1,Multiple racialized group employees,Fonctionnaires membres de plusieurs groupes racisés,9030.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",50,31,15,2,2,0,0,81,15,5,81,4.24,81,40,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_19 = 2,All other racialized employees,Tous les autres fonctionnaires racisés,9031.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,43,3,10,3,0,0,85,3,12,85,4.12,78,1395,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_20 = 2,All other employees,Tous les autres fonctionnaires,9032.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,3,10,3,0,0,84,3,13,84,4.07,77,4850,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_21 = 1,Racialized,Fonctionnaire racisé,9033.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,43,3,9,3,0,0,85,3,12,85,4.12,78,1435,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_21 = 2,White,Fonctionnaire blanc,9034.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,45,4,10,4,0,0,83,4,13,83,4.05,76,3455,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_34 = 2,All other employees,Tous les autres fonctionnaires,9036.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,9,3,0,0,84,4,13,84,4.07,77,5205,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_35 = 1,Lesbian employees,Fonctionnaires lesbiennes,9037.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,44,2,6,2,0,0,89,2,9,89,4.23,81,40,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_35 = 2,All other employees,Tous les autres fonctionnaires,9038.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5175,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_36 = 1,Gay employees,Fonctionnaires gais,9039.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,48,5,14,5,0,0,77,5,18,77,3.83,71,115,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_36 = 2,All other employees,Tous les autres fonctionnaires,9040.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,9,3,0,0,84,4,13,84,4.07,77,5095,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_37 = 1,Bisexual employees,Fonctionnaires bisexuels,9041.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,45,3,14,3,0,0,80,3,17,80,3.95,74,145,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_37 = 2,All other employees,Tous les autres fonctionnaires,9042.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,9,3,0,0,84,4,13,84,4.07,77,5065,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_38 = 1,Transgender employees,Fonctionnaires transgenres,9043.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,47,0,7,5,0,0,88,0,12,88,4.12,78,15,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_38 = 2,All other employees,Tous les autres fonctionnaires,9044.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5195,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_39 = 1,Queer employees,Fonctionnaires allosexuels,9045.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,51,1,12,1,0,0,86,1,13,86,4.06,77,75,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_39 = 2,All other employees,Tous les autres fonctionnaires,9046.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,9,3,0,0,83,4,13,83,4.06,77,5135,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_40 = 1,Questioning employees,Fonctionnaires en questionnement,9047.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",30,63,0,4,3,0,0,93,0,7,93,4.13,78,25,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_40 = 2,All other employees,Tous les autres fonctionnaires,9048.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5185,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_41 = 2,All other employees,Tous les autres fonctionnaires,9050.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5210,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_42 = 1,Asexual employees,Fonctionnaires asexuels,9051.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,47,3,5,2,0,0,90,3,7,90,4.23,81,30,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_42 = 2,All other employees,Tous les autres fonctionnaires,9052.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5185,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_43 = 1,Another identity employees,Fonctionnaires ayant une autre identité,9053.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",22,67,3,8,0,0,0,89,3,8,89,4.03,76,25,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_43 = 2,All other employees,Tous les autres fonctionnaires,9054.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,3,0,0,83,4,13,83,4.06,77,5185,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_44 = 1,Persons with a seeing disability,Personnes ayant un handicap visuel,9055.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",21,55,4,12,8,0,0,76,4,19,76,3.71,68,45,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_44 = 2,All other persons with a disability,Toutes les autres personnes en situation de handicap,9056.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,43,4,12,5,0,0,78,4,17,78,3.91,73,640,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_45 = 2,All other employees,Tous les autres fonctionnaires,9057.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,3,10,3,0,0,84,3,13,84,4.07,77,5185,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_46 = 1,Persons with a hearing disability,Personnes ayant une incapacité auditive,9058.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",24,52,3,18,3,0,0,76,3,21,76,3.77,69,70,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_46 = 2,All other persons with a disability,Toutes les autres personnes en situation de handicap,9059.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,42,5,12,6,0,0,78,5,17,78,3.91,73,615,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_47 = 2,All other employees,Tous les autres fonctionnaires,9060.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,3,9,3,0,0,84,3,13,84,4.07,77,5160,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_48 = 2,All other persons with a disability,Toutes les autres personnes en situation de handicap,9062.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,43,4,12,5,0,0,78,4,18,78,3.9,73,675,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_49 = 2,All other employees,Tous les autres fonctionnaires,9063.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,3,10,3,0,0,84,3,13,84,4.06,77,5225,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_50 = 1,Persons with a mobility disability,Personnes à mobilité réduite,9064.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,37,2,13,6,0,0,79,2,19,79,3.96,74,95,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,EEDV_50 = 2,All other persons with a disability,Toutes les autres personnes en situation de handicap,9065.0,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",33,44,5,12,5,0,0,78,5,17,78,3.89,72,590,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
