level1id,level2id,level3id,level4id,level5id,surveyr,bycond,descrip_e,demcode,question,title_e,title_f,answer1,answer2,answer3,answer4,answer5,answer6,answer7,most_positive_or_least_negative,neutral_or_middle_category,most_negative_or_least_positive,agree,score5,score100,anscount,dept_e,indicatorid,indicatoreng,subindicatorid,subindicatoreng
6,0,0,0,0,2022,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected",1100,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,43,5,12,5,0,0,78,5,18,78,3.9,73,615.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected",1100,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",31,45,7,15,3,0,0,76,7,17,76,3.87,72,353.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118F = 1,"Persons with a disability, mental health disability",1101,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,41,4,13,6,0,0,78,4,19,78,3.89,72,270.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118F = 1,"Persons with a disability, mental health disability",1101,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",32,46,5,13,3,0,0,78,5,16,78,3.91,73,145.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118F = 2,"Persons with a disability, mental health disability not selected",1102,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",33,45,5,12,5,0,0,78,5,17,78,3.9,73,415.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118F = 2,"Persons with a disability, mental health disability not selected",1102,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,44,8,16,3,0,0,73,8,19,73,3.8,70,249.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118G = 1,"Persons with a disability, sensory or environmental disability",1103,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,2,11,2,1,0,84,2,14,84,4.08,77,90.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118G = 1,"Persons with a disability, sensory or environmental disability",1103,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",32,43,2,16,6,0,0,75,2,22,75,3.79,70,48.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118G = 2,"Persons with a disability, sensory or environmental disability not selected",1104,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",34,43,5,12,6,0,0,77,5,18,77,3.87,72,595.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118G = 2,"Persons with a disability, sensory or environmental disability not selected",1104,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",30,45,7,15,3,0,0,75,7,18,75,3.85,71,346.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118H = 1,"Persons with a disability, chronic health condition or pain",1105,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,40,4,12,4,0,0,80,4,16,80,3.99,75,245.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118H = 1,"Persons with a disability, chronic health condition or pain",1105,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,48,4,9,5,0,0,83,4,14,83,3.99,75,123.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118H = 2,"Persons with a disability, chronic health condition or pain not selected",1106,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",32,45,5,12,6,0,0,77,5,18,77,3.84,71,435.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118H = 2,"Persons with a disability, chronic health condition or pain not selected",1106,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,43,8,18,2,0,0,72,8,20,72,3.78,69,271.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118I = 1,"Persons with a disability, cognitive disability",1107,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,39,4,13,7,1,0,75,4,20,75,3.84,71,160.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118I = 1,"Persons with a disability, cognitive disability",1107,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",30,40,9,20,2,0,0,70,9,21,70,3.77,69,55.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118I = 2,"Persons with a disability, cognitive disability not selected",1108,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",34,45,4,12,5,0,0,79,4,17,79,3.91,73,525.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118I = 2,"Persons with a disability, cognitive disability not selected",1108,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",30,45,7,14,3,0,0,76,7,18,76,3.85,71,339.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118J = 2,"Persons with a disability, intellectual disability not selected",1110,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,43,4,12,6,0,0,78,4,18,78,3.89,72,665.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118K = 1,"Persons with a disability, other disability",1111,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",26,48,7,17,2,0,0,74,7,19,74,3.79,70,56.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118K = 2,"Persons with a disability, other disability not selected",1112,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",34,43,5,12,5,0,0,78,5,18,78,3.88,72,675.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118K = 2,"Persons with a disability, other disability not selected",1112,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",31,44,7,15,3,0,0,75,7,18,75,3.85,71,338.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D118 = 2,Not a person with a disability,1113,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,45,3,9,3,0,0,84,3,12,84,4.09,77,4550.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D118 = 2,Not a person with a disability,1113,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,46,4,9,2,0,0,85,4,11,85,4.11,78,4807.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119 = 1,Indigenous,1114,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,45,4,10,2,0,0,84,4,12,84,4.09,77,100.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119 = 1,Indigenous,1114,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,42,4,14,5,0,0,78,4,19,78,3.9,72,98.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119A = 1,First Nations,1115,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",40,42,4,8,6,0,0,82,4,14,82,4.03,76,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119C = 1,Métis,1117,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,47,1,11,1,0,0,86,1,13,86,4.11,78,55.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119C = 1,Métis,1117,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",33,43,4,14,6,0,0,77,4,19,77,3.85,71,51.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D119 = 2,Non-Indigenous,1118,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,3,10,3,0,0,83,3,13,83,4.06,77,5255.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2020,D119 = 2,Non-Indigenous,1118,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,46,4,10,2,0,0,85,4,12,85,4.1,77,5085.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_2 = 1,"Racialized, non-Indigenous population",1119,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,43,3,9,3,0,0,85,3,12,85,4.12,78,1435.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_2 = 2,"Non-racialized, non-Indigenous population",1120,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,45,4,10,4,0,0,83,4,13,83,4.05,76,3455.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 1,Black,1121,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",53,37,2,6,1,0,0,91,2,8,91,4.35,84,240.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 2,East/Southeast Asian,1122,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,48,4,9,2,0,0,85,4,11,85,4.09,77,545.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 3,Latino/Latina/Latinx,1123,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,49,6,7,1,0,0,86,6,9,86,4.12,78,70.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 4,Middle Eastern,1124,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,39,1,11,3,0,0,84,1,14,84,4.12,78,210.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 5,South Asian,1125,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",44,36,2,14,4,0,0,80,2,18,80,4.02,76,235.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 6,"Racialized group, not included elsewhere",1126,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,50,5,12,4,0,0,79,5,15,79,3.89,72,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D120_1 = 7,Multiple racialized groups,1127,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",50,31,15,2,2,0,0,81,15,5,81,4.24,81,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 1,Eastern Africa,1128,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",61,36,1,1,0,0,0,97,1,1,97,4.57,89,65.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 2,Northern Africa,1129,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",34,54,5,5,1,0,0,88,5,7,88,4.15,79,70.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 3,Western Africa,1130,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",59,23,3,9,5,0,0,82,3,14,82,4.22,81,50.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 5,Middle Africa,1132,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",68,27,3,3,0,0,0,95,3,3,95,4.6,90,30.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 7,South America,1134,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,56,0,5,2,0,0,93,0,7,93,4.21,80,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 9,Eastern Asia,1136,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",34,51,3,10,2,0,0,85,3,12,85,4.04,76,355.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 10,Southern Asia,1137,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,36,4,12,5,0,0,79,4,17,79,4.01,75,275.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 11,South-eastern Asia,1138,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",50,41,0,6,2,0,0,91,0,9,91,4.31,83,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 12,Western Asia,1139,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,37,1,13,4,0,0,82,1,17,82,4.06,77,130.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 13,Caribbean,1140,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,50,2,11,0,1,0,87,2,11,87,4.14,79,95.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 14,Eastern Europe,1141,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,45,1,10,3,0,0,86,1,12,86,4.12,78,255.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 15,Northern Europe,1142,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,46,3,10,4,0,0,84,3,13,84,4.05,76,810.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 16,Southern Europe,1143,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",44,39,3,9,4,0,0,83,3,14,83,4.09,77,190.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 17,Western Europe,1144,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",33,47,5,11,5,0,0,79,5,16,79,3.91,73,555.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 19,Ethnic Origin not included elsewhere,1146,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,40,2,12,4,0,0,82,2,16,82,4.04,76,255.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 22,"Two or more Ethnic Origins, Europe only",1149,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,50,2,7,3,0,0,87,2,11,87,4.09,77,475.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D121 = 23,"Two or more Ethnic Origins, Other",1150,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,44,6,9,4,0,0,81,6,13,81,4,75,165.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D122 = 1,Identifies as 2SLGBTQIA+,1151,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",33,46,4,12,4,0,0,80,4,16,80,3.93,73,370.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D122B = 1,2SLGBTQIA+: Lesbian,1153,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",45,44,2,6,2,0,0,89,2,9,89,4.23,81,40.0,Health Canada,4,Workplace,14,Physical environment and equipment
6,0,0,0,0,2022,D122C = 1,2SLGBTQIA+: Gay,1154,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,48,5,14,5,0,0,77,5,18,77,3.83,71,115.0,Health Canada,4,Workplace,14,Physical environment and equipment
