LEVEL1ID,LEVEL2ID,LEVEL3ID,LEVEL4ID,LEVEL5ID,SURVEYR,BYCOND,descrip_E,descrip_F,DEMCODE,QUESTION,TITLE_E,TITLE_F,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_POSITIVE_OR_LEAST_NEGATIVE,NEUTRAL_OR_MIDDLE_CATEGORY,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSCOUNT,DEPT_E,DEPT_F,INDICATORID,INDICATORENG,INDICATORFRA,SUBINDICATORID,SUBINDICATORENG,SUBINDICATORFRA
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q04,Question 4. I get the training I need to do my job.,Question 4. Je reçois la formation dont j'ai besoin pour faire mon travail.,27,44,11,12,4,0,1,72,11,17,72,3.79,70,4370.0,Health Canada,Santé Canada,3,Workforce,Effectif,5,Job fit and development,Compatibilité entre la personne et l'emploi et perfectionnement
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q05,"Question 5. I have the information, training and equipment I need to ensure my health and safety at work.","Question 5. J'ai l'information, la formation et l'équipement dont j'ai besoin pour assurer ma santé et ma sécurité au travail.",45,35,8,7,4,0,1,81,8,11,81,4.11,78,5565.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q05,"Question 5. I have the information, training and equipment I need to ensure my health and safety at work.","Question 5. J'ai l'information, la formation et l'équipement dont j'ai besoin pour assurer ma santé et ma sécurité au travail.",46,35,9,7,2,0,0,82,9,9,82,4.17,79,5190.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q05,"Question 5. I have the information, training and equipment I need to ensure my health and safety at work.","Question 5. J'ai l'information, la formation et l'équipement dont j'ai besoin pour assurer ma santé et ma sécurité au travail.",49,34,8,6,2,0,0,83,8,8,83,4.22,81,5399.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q06,Question 6. I have support at work to balance my work and personal life.,Question 6. Je reçois du soutien au travail pour concilier mon travail et ma vie personnelle.,45,32,8,8,6,0,0,77,8,15,77,4.02,76,5575.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q06,Question 6. I have support at work to balance my work and personal life.,Question 6. Je reçois du soutien au travail pour concilier mon travail et ma vie personnelle.,46,32,10,8,4,0,0,78,10,12,78,4.08,77,5216.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q06,Question 6. I have support at work to balance my work and personal life.,Question 6. Je reçois du soutien au travail pour concilier mon travail et ma vie personnelle.,50,30,9,6,4,0,0,81,9,11,81,4.16,79,5417.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q06,Question 6. I have support at work to balance my work and personal life.,Question 6. Je reçois du soutien au travail pour concilier mon travail et ma vie personnelle.,47,32,9,7,4,0,0,80,9,11,80,4.12,78,4366.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q07,Question 7. I get a sense of satisfaction from my work.,Question 7. Je tire de la satisfaction de mon travail.,38,38,12,8,5,0,0,76,12,12,76,3.96,74,5570.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q07,Question 7. I get a sense of satisfaction from my work.,Question 7. Je tire de la satisfaction de mon travail.,41,40,10,6,3,0,0,81,10,9,81,4.1,78,5235.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q07,Question 7. I get a sense of satisfaction from my work.,Question 7. Je tire de la satisfaction de mon travail.,39,39,11,7,4,0,0,78,11,11,78,4.03,76,5427.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q07,Question 7. I get a sense of satisfaction from my work.,Question 7. Je tire de la satisfaction de mon travail.,36,42,11,7,4,0,0,78,11,11,78,3.98,75,4359.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q08,Question 8. I receive meaningful recognition for work well done.,Question 8. Je reçois une reconnaissance significative lorsque je fais un bon travail.,35,34,14,9,7,0,0,70,14,17,70,3.82,71,5575.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q08,Question 8. I receive meaningful recognition for work well done.,Question 8. Je reçois une reconnaissance significative lorsque je fais un bon travail.,38,37,11,9,5,0,0,75,11,14,75,3.95,74,5228.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q08,Question 8. I receive meaningful recognition for work well done.,Question 8. Je reçois une reconnaissance significative lorsque je fais un bon travail.,32,37,13,11,6,0,0,69,13,18,69,3.78,69,5429.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q08,Question 8. I receive meaningful recognition for work well done.,Question 8. Je reçois une reconnaissance significative lorsque je fais un bon travail.,31,35,15,11,7,0,0,66,15,18,66,3.72,68,4370.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q09,Question 9. I have clear work objectives.,Question 9. J'ai des objectifs de travail clairs.,40,41,8,8,3,0,0,81,8,11,81,4.06,77,5575.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q09,Question 9. I have clear work objectives.,Question 9. J'ai des objectifs de travail clairs.,40,41,9,8,3,0,0,81,9,10,81,4.08,77,5206.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q09,Question 9. I have clear work objectives.,Question 9. J'ai des objectifs de travail clairs.,37,42,10,8,3,0,0,79,10,11,79,4.02,75,5403.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q09,Question 9. I have clear work objectives.,Question 9. J'ai des objectifs de travail clairs.,36,40,11,9,4,0,0,76,11,13,76,3.96,74,4371.0,Health Canada,Santé Canada,3,Workforce,Effectif,4,Performance management,Gestion du rendement
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q10,Question 10. I know how my work contributes to the achievement of my department's or agency's goals.,Question 10. Je sais de quelle façon mon travail contribue à l'atteinte des objectifs de mon ministère ou organisme.,50,36,7,4,2,0,0,87,7,6,87,4.29,82,5565.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,9,Organizational goals,Buts organisationnels
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q10,Question 10. I know how my work contributes to the achievement of my department's or agency's goals.,Question 10. Je sais de quelle façon mon travail contribue à l'atteinte des objectifs de mon ministère ou organisme.,52,36,7,3,1,0,0,89,7,4,89,4.36,84,5203.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,9,Organizational goals,Buts organisationnels
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q10,Question 10. I know how my work contributes to the achievement of my department's or agency's goals.,Question 10. Je sais de quelle façon mon travail contribue à l'atteinte des objectifs de mon ministère ou organisme.,47,38,8,5,2,0,0,86,8,6,86,4.25,81,5406.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,9,Organizational goals,Buts organisationnels
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q10,Question 10. I know how my work contributes to the achievement of my department's or agency's goals.,Question 10. Je sais de quelle façon mon travail contribue à l'atteinte des objectifs de mon ministère ou organisme.,48,38,7,4,2,0,0,87,7,6,87,4.28,82,4379.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,9,Organizational goals,Buts organisationnels
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q11,"Question 11. Overall, I feel valued at work.","Question 11. Dans l'ensemble, je me sens valorisé(e) au travail.",39,35,11,9,6,0,0,74,11,15,74,3.92,73,5575.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q11,"Question 11. Overall, I feel valued at work.","Question 11. Dans l'ensemble, je me sens valorisé(e) au travail.",40,37,11,8,4,0,0,77,11,12,77,4,75,5204.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q11,"Question 11. Overall, I feel valued at work.","Question 11. Dans l'ensemble, je me sens valorisé(e) au travail.",37,37,12,10,5,0,0,73,12,15,73,3.9,72,5416.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q11,"Question 11. Overall, I feel valued at work.","Question 11. Dans l'ensemble, je me sens valorisé(e) au travail.",35,37,12,9,6,0,0,72,12,16,72,3.85,71,4377.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q12,Question 12. I am proud of the work that I do.,Question 12. Je suis fièr(e) du travail que je fais.,51,32,10,4,2,0,0,84,10,6,84,4.27,82,5565.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q12,Question 12. I am proud of the work that I do.,Question 12. Je suis fièr(e) du travail que je fais.,54,33,9,3,1,0,0,87,9,4,87,4.36,84,5197.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q12,Question 12. I am proud of the work that I do.,Question 12. Je suis fièr(e) du travail que je fais.,53,32,9,3,2,0,0,86,9,5,86,4.33,83,5402.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q12,Question 12. I am proud of the work that I do.,Question 12. Je suis fièr(e) du travail que je fais.,50,35,10,3,2,0,0,85,10,5,85,4.29,82,4351.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q13,Question 13. I have opportunities to provide input into decisions that affect my work.,Question 13. J'ai l'occasion de contribuer aux décisions qui touchent mon travail.,34,38,12,10,6,0,0,72,12,16,72,3.85,71,5565.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q13,Question 13. I have opportunities to provide input into decisions that affect my work.,Question 13. J'ai l'occasion de contribuer aux décisions qui touchent mon travail.,37,39,11,8,4,0,0,77,11,12,77,3.99,75,5199.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q13,Question 13. I have opportunities to provide input into decisions that affect my work.,Question 13. J'ai l'occasion de contribuer aux décisions qui touchent mon travail.,34,39,12,9,5,0,0,74,12,14,74,3.88,72,5402.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q13,Question 13. I have opportunities to provide input into decisions that affect my work.,Question 13. J'ai l'occasion de contribuer aux décisions qui touchent mon travail.,31,40,13,10,5,0,0,72,13,15,72,3.83,71,4364.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q14,Question 14. I am encouraged to be innovative or to take initiative in my work.,Question 14. On m'encourage à innover ou à prendre des initiatives dans mon travail.,39,33,14,8,5,0,0,73,14,13,73,3.94,74,5570.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q14,Question 14. I am encouraged to be innovative or to take initiative in my work.,Question 14. On m'encourage à innover ou à prendre des initiatives dans mon travail.,41,35,13,7,4,0,0,76,13,11,76,4.02,75,5219.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q14,Question 14. I am encouraged to be innovative or to take initiative in my work.,Question 14. On m'encourage à innover ou à prendre des initiatives dans mon travail.,37,35,15,8,5,0,0,72,15,12,72,3.93,73,5422.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q14,Question 14. I am encouraged to be innovative or to take initiative in my work.,Question 14. On m'encourage à innover ou à prendre des initiatives dans mon travail.,35,34,15,9,5,0,0,70,15,15,70,3.86,71,4343.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q15,Question 15. I have support at work to provide a high level of service.,"Question 15. Au travail, j'obtiens du soutien pour fournir un service de haute qualité.",38,36,13,8,4,0,1,75,13,12,75,3.97,74,5575.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q15,Question 15. I have support at work to provide a high level of service.,"Question 15. Au travail, j'obtiens du soutien pour fournir un service de haute qualité.",38,41,11,7,2,0,0,80,11,10,80,4.06,76,5209.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q15,Question 15. I have support at work to provide a high level of service.,"Question 15. Au travail, j'obtiens du soutien pour fournir un service de haute qualité.",35,40,12,8,4,0,1,76,13,12,76,3.96,74,5347.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q15,Question 15. I have support at work to provide a high level of service.,"Question 15. Au travail, j'obtiens du soutien pour fournir un service de haute qualité.",34,36,14,10,5,0,0,71,14,15,71,3.85,71,4366.0,Health Canada,Santé Canada,3,Workforce,Effectif,6,Empowerment,Habilitation
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q16,"Question 16. Overall, I like my job.","Question 16. Dans l'ensemble, j'aime mon emploi.",42,38,11,6,3,0,0,80,11,9,80,4.11,78,5575.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q16,"Question 16. Overall, I like my job.","Question 16. Dans l'ensemble, j'aime mon emploi.",46,37,9,5,2,0,0,84,9,7,84,4.21,80,5234.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q16,"Question 16. Overall, I like my job.","Question 16. Dans l'ensemble, j'aime mon emploi.",44,38,10,5,2,0,0,82,10,8,82,4.16,79,5434.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q16,"Question 16. Overall, I like my job.","Question 16. Dans l'ensemble, j'aime mon emploi.",40,41,10,5,3,0,0,81,10,8,81,4.1,77,4374.0,Health Canada,Santé Canada,1,Employee engagement,Mobilisation des employés,1,Employee engagement,Mobilisation des employés
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q17,Question 17. I can complete my assigned workload during my regular working hours.,Question 17. J'arrive à accomplir les tâches qui me sont assignées pendant mes heures normales de travail.,38,32,16,8,6,0,1,71,16,13,71,3.9,73,5580.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q17,Question 17. I can complete my assigned workload during my regular working hours.,Question 17. J'arrive à accomplir les tâches qui me sont assignées pendant mes heures normales de travail.,32,33,18,9,7,0,0,65,18,16,65,3.74,69,5205.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q17,Question 17. I can complete my assigned workload during my regular working hours.,Question 17. J'arrive à accomplir les tâches qui me sont assignées pendant mes heures normales de travail.,38,33,16,7,4,0,0,72,17,12,72,3.94,74,5399.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q17,Question 17. I can complete my assigned workload during my regular working hours.,Question 17. J'arrive à accomplir les tâches qui me sont assignées pendant mes heures normales de travail.,37,33,16,8,5,0,1,71,17,13,71,3.91,73,4388.0,Health Canada,Santé Canada,3,Workforce,Effectif,7,Work-life balance and workload,Équilibre travail-vie privée et charge de travail
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q18a,Question 18a. I feel that the quality of my work suffers because of... constantly changing priorities.,Question 18a. J'estime que la qualité de mon travail est minée parce que... les priorités changent constamment.,10,22,36,19,10,1,3,30,37,33,33,2.97,49,5560.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q18a,Question 18a. I feel that the quality of my work suffers because of... constantly changing priorities.,Question 18a. J'estime que la qualité de mon travail est minée parce que... les priorités changent constamment.,9,23,37,21,9,1,1,30,38,32,32,2.98,50,5234.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q18a,Question 18a. I feel that the quality of my work suffers because of... constantly changing priorities.,Question 18a. J'estime que la qualité de mon travail est minée parce que... les priorités changent constamment.,9,23,37,21,9,1,1,31,37,32,32,2.99,50,5426.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q18a,Question 18a. I feel that the quality of my work suffers because of... constantly changing priorities.,Question 18a. J'estime que la qualité de mon travail est minée parce que... les priorités changent constamment.,9,23,36,20,9,1,2,29,37,34,34,2.95,49,4376.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q18b,Question 18b. I feel that the quality of my work suffers because of... too many approval stages.,Question 18b. J'estime que la qualité de mon travail est minée parce que... il y a un trop grand nombre d'étapes d'approbation.,17,23,30,16,10,1,3,26,31,42,42,2.77,44,5560.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q18b,Question 18b. I feel that the quality of my work suffers because of... too many approval stages.,Question 18b. J'estime que la qualité de mon travail est minée parce que... il y a un trop grand nombre d'étapes d'approbation.,14,22,33,18,10,2,2,29,34,37,37,2.88,47,5218.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q18b,Question 18b. I feel that the quality of my work suffers because of... too many approval stages.,Question 18b. J'estime que la qualité de mon travail est minée parce que... il y a un trop grand nombre d'étapes d'approbation.,18,25,29,16,9,2,2,26,30,44,44,2.72,43,5410.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q18b,Question 18b. I feel that the quality of my work suffers because of... too many approval stages.,Question 18b. J'estime que la qualité de mon travail est minée parce que... il y a un trop grand nombre d'étapes d'approbation.,19,25,29,15,8,2,3,25,30,46,46,2.68,42,4357.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q18c,Question 18c. I feel that the quality of my work suffers because of... unreasonable deadlines.,Question 18c. J'estime que la qualité de mon travail est minée parce que... les échéanciers sont déraisonnables.,10,16,32,25,15,0,2,41,33,27,27,3.2,55,5555.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q18c,Question 18c. I feel that the quality of my work suffers because of... unreasonable deadlines.,Question 18c. J'estime que la qualité de mon travail est minée parce que... les échéanciers sont déraisonnables.,9,17,33,25,13,1,1,39,34,27,27,3.16,54,5206.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2019,,Health Canada,Santé Canada,,Q18c,Question 18c. I feel that the quality of my work suffers because of... unreasonable deadlines.,Question 18c. J'estime que la qualité de mon travail est minée parce que... les échéanciers sont déraisonnables.,8,16,33,25,15,1,2,41,34,25,25,3.22,56,5395.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2018,,Health Canada,Santé Canada,,Q18c,Question 18c. I feel that the quality of my work suffers because of... unreasonable deadlines.,Question 18c. J'estime que la qualité de mon travail est minée parce que... les échéanciers sont déraisonnables.,10,18,32,24,13,1,2,39,33,28,28,3.14,53,4342.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2022,,Health Canada,Santé Canada,,Q18d,"Question 18d. I feel that the quality of my work suffers because of... having to do the same or more work, but with fewer resources.","Question 18d. J'estime que la qualité de mon travail est minée parce que... je dois faire le même travail, ou en faire plus, avec moins de ressources.",15,20,26,19,15,1,4,36,27,37,37,2.99,50,5555.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
6,0,0,0,0,2020,,Health Canada,Santé Canada,,Q18d,"Question 18d. I feel that the quality of my work suffers because of... having to do the same or more work, but with fewer resources.","Question 18d. J'estime que la qualité de mon travail est minée parce que... je dois faire le même travail, ou en faire plus, avec moins de ressources.",12,20,29,23,13,1,2,37,30,33,33,3.06,51,5226.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,10,Organizational performance,Rendement organisationnel
